어휘,품사,뜻풀이
오리?,명사,‘오리나무’의 옛말. 모음으로 시작하는 조사 가운데 ‘와’를 제외한 조사 앞에서 나타나며l 휴지(休止) 앞에서나 자음으로 시작하는 조사 앞에서는 ‘오리나모’로 나타난다.
오리?다,어미,#NAME?
오릭스,명사,솟과의 긴칼뿔오릭스l 아라비아오릭스 따위를 통틀어 이르는 말. 중앙아프리카산의 대표 종인 긴칼뿔오릭스의 어깨높이는 1.2미터 정도이며l 길이가 1미터 정도인 칼 모양의 뿔이 있다. 아프리카l 아라비아반도에 분포한다.
오린,관형사,‘오른’의 방언
오린막,명사,무대에 나무나 숲 따위의 특정한 형태를 나타내기 위하여 그림의 외곽선을 따라 오려 낸 막.
오린손,명사,‘오른손’의 방언
오린손짝,명사,‘오른쪽’의 방언
오린짝,명사,‘오른쪽’의 방언
오린짝손,명사,‘오른손’의 방언
오린쪽,명사,‘오른쪽’의 방언
오린평판,품사 없음,무대 배경에 나무숲이나 건물 따위의 불규칙한 외곽선을 나타낼 때 쓰는 평평한 판.
오린핀,명사,‘오른편’의 방언
오림,명사,다섯 가지 종류의 임질. 기림(氣淋)l 노림(勞淋)l 고림(膏淋)l 석림(石淋)l 혈림(血淋)을 이른다.
오림누름대,품사 없음,비늘 깎기를 하여 비늘 널을 눌러 대는 세로재.
오림대,명사,심마니들의 은어로l ‘젓가락’을 이르는 말.
오림리,명사,전라남도 나주시 봉황면에 있는 이. 봉황면의 서부에 위치해 있으며l 대부분 평지이다. 농경지와 주거지가 고루 분포하며l 동쪽 경계 일부를 따라 봉황천이 흐른다. 북쪽에 앞골과 동래골l 서쪽에 고정골l 동남쪽에 옆골과 성작골 등 계곡이 발달해 있다. 23번 국도가 서쪽 경계를 따라 지나며l 55번 지방도가 남쪽을 지난다.
오림막,명사,‘오르막’의 방언
오림목,명사,가늘게 켜서 단면이 작은 제재목.
오림부,명사,오목형 종단 선형에서 내리막 구배와 오르막 구배가 접촉할 때 생기는 골 부분.
오림장이,명사,오리목 따위를 켜는 일을 전문으로 하는 사람.
오림쟁이,명사,‘오림장이’의 북한어.
오림책,명사,‘스크랩북’의 북한어.
오림톱,명사,오리목 따위를 켜 낼 때에 쓰는 톱.
오립송,명사,소나뭇과의 상록 교목. 높이는 10~30미터이고 나무껍질은 잿빛을 띤 갈색이며 얇은 조각이 떨어진다. 잎은 다섯 개씩 뭉쳐나고 바늘 모양이다. 암수한그루로 5월에 연두색의 단성화가 피고 열매는 긴 타원형으로 10월에 열리며 씨는 ‘잣’이라고 하여 식용한다. 재목은 건축l 가구재 따위에 쓰고 정원수로 재배한다. 한국l 일본l 중국l 시베리아 등지에 분포한다.
오릿과,명사,조강 기러기목의 한 과. 부리는 편평하며l 가장자리는 빗살 모양이다. 발에는 물갈퀴가 있고 철 따라 이동하는 것도 있다. 검둥오리l 비오리l 황오리l 혹부리오리 따위가 있다.
오릿시,명사,인도 동북부 오리사 지역의 전통 춤. 약 2l000년 전부터 고대 힌두 사원에서 신을 찬양하기 위하여 추던 춤으로l 청중을 염두에 두지 않고 신과의 관계에 집중하는 춤이기 때문에 구도(求道)의 성격이 강하다. 직선적 움직임이 많은 인도의 다른 전통 춤과 달리l 부드러운 곡선미와 우아한 조형미가 두드러진다. ⇒규범 표기는 미확정이다.
오링,명사,물 따위가 새는 것을 막는 데에 쓰는 원형의 고리. 천연고무l 합성 고무l 합성수지 따위로 만든다.
오마,명사,기마병이 행군할 때에l 오 열 종대로 편성하던 일. 또는 그렇게 편성한 기마대.
오마니,명사,‘어머니’의 방언
오마님,명사,‘어머님’의 방언
오마다,동사,‘오므리다’의 방언
오마딘,명사,곰팡이 제거제로 사용되는 유독 물질. 하얀색을 띠는 가루로l 에탄올ㆍ아세톤ㆍ클로로포름ㆍ벤젠 따위에 녹는다. 녹는점은 96℃이다. 불에 태우면 황산화물l 질산화물l 일산화 탄소가 발생된다. 눈이나 피부에 닿으면 유해하고l 인체에 유입되면 구토ㆍ두통ㆍ기관지염을 유발한다. ⇒규범 표기는 미확정이다.
오마르,명사,크로스 핏에서l 기록을 측정하는 운동의 하나. 95파운드의 역기를 가슴 위로 들고 앉았다 일어서면서 역기를 위로 들어 올리기 10회l 역기를 바닥에 내려놓고 엎드려 뻗친 상태에서 팔을 굽혔다 펴고 일어선 후 옆의 역기 뛰어넘기 15회가 1라운드이다. 첫 번째 운동에서 라운드가 거듭될 때마다 20회l 30회로 횟수를 늘리고l 두 번째 운동에서는 25회l 35회로 횟수를 늘려 기록을 측정한다. ⇒규범 표기는 미확정이다.
오마르 하이얌,품사 없음,페르시아의 수학자ㆍ천문학자ㆍ시인(1048?~1131). 셀주크 왕조의 치하에서 그레고리력보다 정밀한 역법을 제정하였다. 저서에 시집 ≪루바이야트≫ 따위가 있다.
오마리,명사,전라남도 고흥군 도덕면에 있는 이. 도덕면의 남동부에 위치해 있으며l 대부분 평지이다. 남쪽 경계에 남해를 접하고 있으며l 만제도를 포함한다. 77번 국도가 남쪽을 지난다.
오마리군,명사,일제 강점기에l 오마리배를 타고 물고기를 잡는 어부들을 이르던 말. ⇒규범 표기는 ‘오마리꾼’이다.
오마리배,명사,일제 강점기에l 주로 명태나 정어리 따위의 고기 떼를 따라 북쪽으로 올라오는 경상도와 강원도 지방 어민들의 고깃배를 이르던 말. 잡은 물고기는 함경도 지방의 항구에서 팔고 돌아갔다.
오마쓰다,동사,‘노망하다’의 방언
오마씨,명사,‘어머니’의 방언
오마이,명사,‘어머니’의 방언
오마이스,명사,태풍의 이름. 2004년 제3호l 2010년 제1호l 2016년 제5호l 2021년 제12호 태풍을 이른다. ⇒규범 표기는 미확정이다.
오마일법,명사,1665년에l 영국에서 비국교도 성직자들의 활동을 제한하기 위해 제정한 법. 이 법은 잉글랜드 국교의 일치를 도모하기 위해 제정되었다. 비국교도 성직자가 개종을 맹세하지 않을 경우l 재직했던 지역에서 추방하여 5마일 이내에 거주하거나 방문하는 것을 금지하였다.
오마작대,명사,기마병이 행군할 때에l 오 열 종대로 편성하던 일. 또는 그렇게 편성한 기마대.
오마작대하다,동사,기마병이 행군할 때에l 오 열 종대로 편성하다.
오마조마,부사,닥쳐올 일에 대하여 염려가 되어 마음이 초조하고 불안한 모양. ⇒규범 표기는 ‘조마조마’이다.
오마조마하다,형용사,매우 마음이 초조하고 불안하다.
오마주,명사,영화를 촬영할 때l 다른 감독이나 작가에 대한 존경의 표시로 그 감독이나 작가가 만든 영화의 대사나 장면을 인용하는 일. 프랑스어로 ‘존경’l ‘경의’를 뜻한다.
오마쥐다,동사,‘움켜쥐다’의 방언
오마지오 아 베도바,품사 없음,1960년에 노노가 작곡한 최초의 전자 음악 작품. 전자음으로만 이루어져 있다. ⇒규범 표기는 미확정이다.
오마집,명사,‘오두막집’의 방언
오마초등학교,품사 없음,경기도 고양시 일산서구에 있는 공립 초등학교. 1994년에 개교하였다.
오마카세,명사,주방장이 만드는 특선 일본 요리. 대부분 주방장이 엄선한 제철 식재료로 만든 요리를 코스로 손님에게 낸다. ⇒규범 표기는 미확정이다.
오마하,명사,미국 네브래스카주 동부에 있는 도시. 미주리강 서쪽 기슭에 있는 수륙 교통의 요충지로l 미국에서 손꼽히는 가축ㆍ곡물 시장이 있다.
오막,명사,‘오두막’의 준말.
오막가게,명사,‘구멍가게’의 방언
오막살이,명사,오두막처럼 작고 초라한 집. 또는 그런 집에서 사는 사람.
오막살이집,명사,허술하고 초라한 작은 집.
오막오막,부사,‘오물오물’의 방언
오막오막하다,형용사,‘움푹움푹하다’의 방언<DR /> 제주 지역에서는 ‘오막오막?다’로도 적는다.
오막조막,부사,자그마한 덩어리들이 고르지 아니하게 많이 벌여 있는 모양.
오막조막하다,형용사,자그마한 덩어리들이 고르지 아니하게 많이 벌여 있는 상태이다.
오막집,명사,오두막처럼 작고 초라한 집. ⇒규범 표기는 ‘오두막집’이다.
오만,관형사,매우 종류가 많은 여러 가지를 이르는 말.
오만 가지,품사 없음,매우 종류가 많은 여러 가지. 또는 그런 것.
오만과 편견,품사 없음,영국의 소설가 오스틴이 지은 장편 소설. 시골의 지주 베네트가(家)의 딸 제인과 엘리자베스가 우여곡절 끝에 사랑을 성취한다는 내용이다.
오만대사관,품사 없음,우리나라에 주재하는l 오만의 대사나 외교 사절단이 공무를 처리하는 기관. 또는 그런 청사(廳舍). 서울특별시 종로구에 있으며l 1984년 3월에 설치되었다.
오만만,명사,아라비아해 서북쪽에 있는 만. 서북쪽 끝에 있는 호르무즈 해협을 사이로 페르시아만과 연결되어 있다.
오만무도,명사,태도나 행동이 건방지거나 거만하여 도의(道義)를 지키지 아니함.
오만무도하다,형용사,태도나 행동이 건방지거나 거만하여 도의(道義)를 지키지 아니하는 데가 있다.
오만무례,명사,태도나 행동이 건방지거나 거만하여 예의(禮義)를 지키지 아니함.
오만무례하다,형용사,태도나 행동이 건방지거나 거만하여 예의(禮義)를 지키지 아니하는 데가 있다.
오만물상,명사,금강산 외금강에 있는 명소. 구만물초(九萬物草)와 십만물초(十萬物草)의 뒤쪽에 있는데l 모양새가 매우 기묘하다.
오만방자하다,형용사,어려워하거나 조심스러워하는 태도가 없이 건방지거나 거만하다.
오만불손,명사,태도나 행동이 거만하고 공손하지 못함.
오만불손하다,형용사,태도나 행동이 거만하고 공손하지 못하다.
오만상,명사,얼굴을 잔뜩 찌푸린 모양.
오만소리,명사,수다하게 지껄이는 구구한 소리.
오만스럽다,형용사,보기에 잘난 체하여 방자한 태도가 있다.
오만스레,부사,보기에 잘난 체하여 방자한 태도로.
오만시룹다,형용사,‘오만스럽다’의 방언
오만쌍,명사,‘오만상’의 방언
오만왕국,품사 없음,‘오만’의 공식 국가명.
오만토후국,품사 없음,아라비아반도 동남부에 있는 토후국(土侯國). 1970년 영국에서 독립하였다. 철ㆍ곡물ㆍ과실을 생산하고 석유를 수출하며l 주민은 아랍인이다. 수도는 무스카트l 면적은 21만 2380㎢.
오만하다,형용사,태도나 행동이 건방지거나 거만하다.
오말,명사,오시(午時)의 끝 무렵.
오망,품사 없음,‘오망하다’의 어근.
오망바구리,명사,‘바구니’의 방언
오망부러지다,동사,어느 한 부분이 전체에 비해 볼품없이 작게 되다
오망부리,명사,전체에 비하여 한 부분이 너무 볼품없이 작게 된 모양.
오망스럽다,형용사,보기에 하는 짓이나 태도가 괴상하고 요망스러운 데가 있다.
오망스레,부사,보기에 하는 짓이나 태도가 괴상하고 요망스러운 데가 있게.
오망쓰다,동사,‘노망하다’의 방언
오망오망,부사,‘올망졸망’의 방언
오망오망하다,형용사,‘올망졸망하다’의 방언<DR /> 제주 지역에서는 ‘오망오망?다’로도 적는다.
오망이,명사,‘어머니’의 방언
오망자루,명사,볼품없이 생긴 자그마한 자루.
오망하다,형용사,물건의 바닥이나 면 따위가 납작하고 오목하다.
오맞이꾼,명사,집안 살림을 돌보기보다는 나들이에 여념 없는 여자를 낮잡아 이르는 말. 물 맞으러 약수터에 갔다가 비 맞고l 도둑맞고l 서방 맞고l 집에 와서 매 맞았다는l 뜻이 다른 ‘맞다’가 다섯 번 들어 있는 민요조 사설에서 유래한다.
오매,명사,‘어머니’의 방언
오매구지,명사,자나 깨나 늘 찾음.
오매구지하다,동사,자나 깨나 늘 찾다.
오매능직,품사 없음,씨실 다섯 올과 날실 다섯 올로 만드는 능직. 다섯 올씩 완전 조직을 만들어 무늬를 반복한다.
오매니,명사,‘주머니’의 방언
오매불망,명사,자나 깨나 잊지 못함.
오매불망하다,동사,자나 깨나 잊지 못하다.
오매사복,명사,자나 깨나 늘 생각함.
오매사복하다,동사,자나 깨나 늘 생각하다.
오매육,명사,껍질을 벗기고 짚불 연기에 쬐어 말린 매실에서 씨를 발라 낸 살. 오매차를 만들며l 불에 구워 약으로도 쓴다.
오매이,명사,‘호미’의 방언
오매자,명사,‘오미자’의 방언
오매자나무,명사,‘오배자나무’의 방언
오매자낭그,명사,‘오미자나무’의 방언
오매자낭기,명사,‘오미자나무’의 방언
오매자차,명사,‘오미자차’의 방언
오매지,명사,‘아가위’의 방언
오매차,명사,오매육을 달인 물에 꿀을 타서 마시는 차.
오매탕,명사,껍질을 벗기고 짚불 연기에 쬐어 말린 매실을 달인 탕약.
오매환,명사,껍질을 벗기고 짚불 연기에 쬐어 말린 매실로 만든 알약.
오맥,명사,오장(五臟)과 관련된 다섯 가지 맥상. 즉 간맥현(肝脈弦)l 심맥홍(心脈洪)l 비맥완(脾脈緩)l 폐맥부(肺脈浮)l 신맥침(腎脈沈)을 이른다.
오머니,명사,‘어머니’의 방언
오머지,명사,‘오미자’의 방언
오멍하다,동사,‘움직이다’의 방언<DR /> 제주 지역에서는 ‘오멍?다’로도 적는다.
오메,감탄사,‘어머’의 방언
오메가,명사,그리스 문자의 마지막 자모. ‘Ωl ω’로 쓴다.
오메가공방,품사 없음,1913년에 영국 런던의 <FL>피츠로이</FL> 광장에 만들어진 미술 공방. 설립자인 <FL>프라이</FL>는 예술가의 독창성에 장인의 노력이 결합된 수공 제품을 강조하며 예술의 실용화에 앞장섰다.
오메가네트워크,품사 없음,다단 결합 네트워크 가운데 폐쇄 네트워크에 속하는 네트워크의 하나.
오메가송신국,명사,바다에서 항해하는 선박이 위상차를 재어 선박의 위치를 판정할 수 있도록 초장파를 송신하는 송신국.
오메가수신기,품사 없음,바다에서 항해하는 선박이 위치를 판정하기 위하여 오메가 송신국에서 보내는 신호를 받는 기구.
오메가스리지방산,품사 없음,불포화 지방산의 하나. 메틸기로부터 세 번째에 있는 탄소가 이중 결합을 하고 있다.
오메가시스템,품사 없음,송신국에서 10.2l 11.33l 13.6KHz의 세 가지 전파를 보내면l 선박 따위가 그 전파를 받아 위상의 차이로 자신의 위치를 알아내어 항해하는 전파 항법 체계.
오메가식스지방산,품사 없음,불포화 지방산의 하나. 메틸기로부터 여섯 번째에 있는 탄소가 이중 결합을 하고 있다.
오메가입자,품사 없음,준안정 상태의 중입자. 질량은 약 1l672MeV.
오메가중간자,품사 없음,소립자를 공명 상태로 하여 관측하는 중성(中性) 벡터 중간자. 질량은 약 783MeV.
오메가트론,명사,영구 자석 자기장과 그에 수직인 고주파 전기장 속에서 이온들이 질량수에 따라 분리하는 원리를 이용한 질량 분석기.
오메가항법,품사 없음,10~14kHz의 초장파를 사용하는 쌍곡선 항법. 지구 표면을 덮고 있는 여덟 개의 전파 송신국 가운데 임의의 두 개 송신국에서 발사하는 전파의 위상차를 측정하여 항해 중인 선박이 자기의 위치를 아는 방법이다.
오메가항법장치,품사 없음,선박의 항해 지원용 계기로 선박의 위치를 결정하는 장치. 세 개 국 이상으로부터 수신된 전파의 위상을 쌍곡선 방법으로 비교하여 위치를 결정한다. 10~13kHz의 초장파를 사용한다.
오메기,명사,‘여메기’의 방언
오메기떡,명사,차좁쌀 가루를 익반죽하여 둥글게 빚은 뒤 가운데에 구멍을 내어 삶아 낸 떡. 제주 고유의 오메기술을 만드는 술밥으로 쓰인다
오메기술,명사,좁쌀로 만든 떡에 누룩을 섞어 반죽한 후 발효시킨 제주 전통술
오메냐헤 아 밀라네,품사 없음,1987년에 미국의 작곡가 <FL>애플톤</FL>이 발표한 전자 음악 작품. 쿠바의 <FL>바라데로</FL>에서 열리는 전자 음악 페스티벌을 위해 만들어진 작품으로l 쿠바 출신 가수 <FL>밀라네스</FL>(Milanesl P.) 노래의 일부를 작품에서 사용했다. ⇒규범 표기는 미확정이다.
오메이,명사,‘호주머니’의 방언
오메테쿠틀리,명사,아즈텍 신화에 나오는 창조신. 하늘에서 가장 높은 곳에 산다. 이중의 군주로 불리며 다양한 모습으로 나타난다. ⇒규범 표기는 미확정이다.
오메토에이트,명사,살충제로 사용되는 유독 물질. 색이 없는 기름으로l 물ㆍ톨루엔ㆍ아세톤ㆍ알코올 따위에 녹는다. 비중은 1.32l 끓는점은 135℃이다. 불에 태우면 황산화물l 질산화물l 일산화 탄소가 발생된다. 눈이나 피부에 닿으면 유해하고l 인체에 유입되면 구토ㆍ두통ㆍ폐렴ㆍ중추 신경 이상을 유발한다. 수생 생물에 독성이 강하다. ⇒규범 표기는 미확정이다.
오메프라졸,명사,궤양 치료제의 하나. 위궤양l 샘창자 궤양l 역류성 식도염 따위에 사용한다.
오멘증후군,품사 없음,빠르게 진행되는 치명적인 면역 결핍병. 홍색 피부증l 설사l 반복 감염l 간 비장 비대 및 호산구 증가가 있는 백혈구 증가증 따위가 나타난다.
오멩이,명사,‘호주머니’의 방언
오면가면,부사,오면서 가면서.
오면경,명사,‘오목 거울’의 북한어.
오면잠,명사,알에서 깨어 다섯 번 잠을 잔 뒤 고치를 짓는 누에.
오면직,명사,독립운동가(1894~1937). ≪동아일보≫와 ≪조선일보≫의 기자를 거쳐 상하이로 망명l 맹혈단(猛血團)을 조직하여 상하이 일본 총영사관을 습격하였으나l 체포되어 사형당하였다. 1962년 건국 훈장 국민장(國民章)을 추서하였다.
오면체,명사,다섯 개의 평면으로 둘러싸인 입체.
오멸,명사,피를 흘려 더럽힘.
오멸하다,동사,피를 흘려 더럽히다.
오명,명사,인도 브라만 계급이 연구한 것을 불교에서 본받은 다섯 가지 학술. 성명(聲明)ㆍ공교명(工巧明)ㆍ의방명(醫方明)ㆍ인명(因明)ㆍ내명(內明)을 내오명(內五明)이라 하고l 성명ㆍ공교명ㆍ의방명ㆍ주명(呪明)ㆍ부명(符明)을 외오명(外五明)이라 한다.
오명가명,부사,오면서 가면서. ⇒규범 표기는 ‘오면가면’이다.
오명마,명사,몸의 털 빛깔은 검고 이마와 네발은 흰 말.
오명항,명사,조선 후기의 문신(1673~1728). 자는 사상(士常)l 호는 모암(慕庵)ㆍ영모당(永慕堂). 1728년 이인좌의 난 때 공을 세워 해은 부원군(海恩府院君)에 봉해졌으며l 우의정이 되었다.
오모,명사,벼슬을 하지 아니하고 시골에 숨어 사는 사람들이 쓰던 검은 빛깔의 모자.
오모가리,명사,‘뚝배기’의 방언
오모가리탕,명사,투박한 옹기그릇에 민물고기를 넣고 끓인 탕.
오모까먹다,동사,‘삐다’의 방언
오모끄다,동사,‘삐다’의 방언
오모니,명사,‘어머니’의 방언
오모록,부사,밑굽이 쏙 들어가게 깊이 팬 모양.
오모록오모록,부사,여럿이 다 밑굽이 쏙 들어가게 깊이 팬 모양.
오모록오모록하다,형용사,여럿이 다 밑굽이 쏙 들어가게 깊이 팬 데가 있다.
오모록이,부사,밑굽이 쏙 들어가게 깊이 팬 상태로.
오모록하다,형용사,밑굽이 쏙 들어가게 깊이 팬 데가 있다.
오모리,명사,‘꽁무니’의 옛말.
오모소니,명사,‘명치’의 방언
오모손이꽝,명사,‘명치뼈’의 방언
오모숭이,명사,‘명치’의 방언
오모작,명사,한 해에 다섯 그루 짓는 농사.
오모작하다,동사,한 해에 다섯 그루 짓는 농사를 하다.
오모테,명사,옷감의 겉쪽.
오모테산도,명사,일본 도쿄도 미나토구와 시부야구에 있는 거리. 국제적인 명품 의류나 액세서리 상점과 노천카페 등이 들어서 있다.
오모테지,명사,옷의 겉에 대는 감.
오목,부사,가운데가 동그스름하게 폭 패거나 들어가 있는 모양.
오목가슴,명사,복장뼈의 아래쪽이 우묵하게 들어간 이상 가슴. 대부분 유전성으로 심한 경우에는 심장이나 폐에 장애를 일으킨다.
오목가슴방사선소견,품사 없음,오목가슴의 방사선 정면 촬영에서 왼쪽이 커진 심장 음영을 보고 증상의 정도를 판단하여 내는 의견. 척추 앞면과 복장뼈 뒷면 사이의 거리는 백인의 경우 성인 여성은 보통 약 9cm이고 성인 남성은 10.5cm인데l 그 거리가 7cm이면 ‘경도’l 5~7cm이면 ‘중증도’l 5cm 이하이면 ‘고도’라 한다.
오목가슴수술법,품사 없음,오목가슴을 교정하는 수술. 비정상적인 갈비 연골을 모두 제거한 뒤 함몰된 복장뼈를 끊어서 들어 올리는 광범위한 수술이다. 수술 상처와 통증이 크고 회복 기간이 길다는 단점이 있다.
오목가슴수술적응증,품사 없음,오목가슴을 수술하여 치료 효과를 기대할 수 있는 증상. 오목가슴을 수술하는 주된 이유는 외관상 문제나 심폐 기능 장애 때문인데l 심폐 기능 저하는 오목가슴을 교정하고도 별로 호전되지 않을 수 있다. 일단 등이 굽으면 교정 후에도 증상이 그대로 남아 있기 때문에 척추 이상이 생기기 전에 예방 차원에서라도 수술하는 것이 좋다.
오목가심,명사,‘앙가슴’의 방언
오목각,명사,180도보다 큰 각.
오목각질용해,품사 없음,조이는 신발을 신고 운동했을 때l 과도하게 땀을 흘려 발생하는 발바닥 각질의 염증.
오목간선,품사 없음,<FL>허프만</FL>(Huffmanl D.)의 라인 작도에서l 오목한 두 면이 접하여 생긴 테두리의 선. 숨겨진 선 또는 제거된 선을 표현하는 것이다.
오목갓아메바,명사,원생동물의 하나. 깍지는 두껍고 낮은 지붕 모양이며 가운데가 구부러져 있다. 원형질은 연한 보랏빛을 띤 녹색이다. 주로 초원이나 습지 따위에 분포한다.
오목갖다,형용사,‘올목갖다’의 방언
오목거리다,동사,‘움직이다’의 방언
오목거울,품사 없음,반사면이 오목한 구면(球面) 거울. 물체가 구심보다 밖에 있으면 실물보다 작은 거꾸로 선 실상(實像)이 구심과 초점의 가운데 생기고l 물체가 구심과 초점과의 사이에 있으면 실물보다 큰 거꾸로 선 실상이 구심 밖에 생긴다. 탐조등이나 반사 망원경 따위에 쓴다.
오목걸다,동사,‘움직이다’의 방언
오목격자,품사 없음,금속제 오목 거울에 많은 평행선을 새긴 회절발. 빛을 스펙트럼에 분산시키는 데 쓰며 프리즘 평면 회절과 함께 분광기에 널리 쓴다. 롤런드가 처음으로 제작하였다.
오목결함,품사 없음,웨이퍼의 표면이 오목하게 파인 결함.
오목곡선,품사 없음,종단 곡선 가운데 하향 기울기에서 상향 기울기로 전환되는 부분의 곡선.
오목공원,품사 없음,서울특별시 양천구에 있는 공원. 1989년에 개원하였으며l 도심에 위치하여 시민들의 휴식 공간으로 이용되고 있다. 공원 내에는 시민을 위한 휴게 시설이 마련되어 있으며l 놀이터l 농구장l 분수대 따위가 갖춰져 있다.
오목교,명사,서울특별시 양천구 목동과 영등포구 양평동을 연결하는 다리. 안양천 위에 있으며l 예전에 안양천 하류를 오목내라고 부른 것에서 이름이 유래하였다. 길이는 260미터.
오목구각형,품사 없음,하나 이상의 대각선이 그 도형의 외부에 존재하는 구각형.
오목구면,품사 없음,굴절력이 음의 부호인 경계면.
오목기와,명사,바닥면이 오목한 기와.
오목날,명사,양 끝에서 가운데 쪽으로 오목한 날.
오목누비,명사,줄을 굵게 잡아 골이 깊은 바느질. 또는 그렇게 만든 두꺼운 솜옷이나 이불.
오목눈,명사,오목하게 들어간 눈.
오목눈이,명사,오목눈잇과의 새. 몸의 길이는 14cm 정도이며l 꽁지가 길다. 깃털은 검은색 또는 흰색이고 등과 배는 분홍색이다. 텃새로 한국l 중국l 유럽 등지에 분포한다.
오목눈잇과,명사,조강 참새목의 한 과. 오목눈이가 있다.
오목다각형,품사 없음,한 변 또는 여러 변을 연장할 때l 그 연장한 선이 그 도형 안을 통과하는 다각형. 하나 이상의 내각이 180도보다 커야 한다.
오목다리,명사,누비어 지은 어린아이의 버선. 보통 앞에는 꽃을 수놓고l 목에는 대님을 단다.
오목대이목대,품사 없음,전라북도 전주시 완산구에 있는l 두 건축물. 오목대는 고려 우왕 6년(1380)에 왜구를 물리치고 이성계가 잠시 머물렀던 곳이고l 이목대는 이성계의 5대 할아버지인 목조(穆祖)가 살았던 곳이다. 대한 제국 광무 4년(1900)에 고종의 친필을 새긴 비석을 이 두 곳에 각각 세웠다. 전라북도 기념물이다.
오목둥근대패,명사,대팻집 밑면이 세로 방향에서 활등처럼 오목한 면으로 되어 있고 대팻날도 오목한 둥근 날로 된 대패.
오목렌즈,품사 없음,가운데가 얇고 가장자리로 갈수록 두꺼워지는 렌즈. 빛을 발산하는 작용을 하므로 근시의 교정 따위에 쓴다.
오목리,명사,경상남도 의령군 유곡면에 있는 이. 유곡면의 남부에 위치해 있으며l 대부분이 낮은 구릉지와 평지이다. 북부에 상곡천이 마을을 동서로 관통하며 흐르고l 남부에 저수지인 구오목지가 있다. 오목골ㆍ산송골ㆍ소매골ㆍ도톨골 등의 계곡이 발달하였다.
오목머리,명사,머리의 윗부분이나 이마가 오목하게 들어간 머리. 또는 그런 사람.
오목면,명사,치아나 배꼽 부위와 같이 안으로 동그스름하게 폭 파이거나 들어가 있는 표면.
오목면경,명사,반사면이 오목한 구면(球面) 거울. 물체가 구심보다 밖에 있으면 실물보다 작은 거꾸로 선 실상(實像)이 구심과 초점의 가운데 생기고l 물체가 구심과 초점과의 사이에 있으면 실물보다 큰 거꾸로 선 실상이 구심 밖에 생긴다. 탐조등이나 반사 망원경 따위에 쓴다.
오목면동판,품사 없음,인쇄하는 그림이나 글씨를 움푹 들어가게 새긴 동판.
오목반사경,품사 없음,반사면이 오목한 구면(球面) 거울. 물체가 구심보다 밖에 있으면 실물보다 작은 거꾸로 선 실상(實像)이 구심과 초점의 가운데 생기고l 물체가 구심과 초점과의 사이에 있으면 실물보다 큰 거꾸로 선 실상이 구심 밖에 생긴다. 탐조등이나 반사 망원경 따위에 쓴다.
오목발,명사,발바닥활이 지나치게 높아진 발. 또는 그러한 상태. 선천적 또는 후천적으로 근육의 지속적인 수축이나 불규형으로 인하여 발생한다.
오목배큰씨물벼룩,명사,새뱅잇과 민물 새우의 하나. 머리에서 껍데기까지의 등 가장자리는 둥근 활 모양 등의 돌기가 있고 배 가장자리의 뒤쪽 구석에는 톱날 모양인 두 개의 큰 돌기가 있다. 껍데기 겉면은 그물코 모양의 무늬를 이루고 배 가장자리에 잔털이 줄지어 있다. 물풀이 많은 얕은 호수와 늪l 못 따위에 널리 분포한다.
오목볼록렌즈,품사 없음,한쪽 면은 볼록하게 나와 있고 다른 쪽 면은 오목하게 들어가 있는 렌즈.
오목부기,품사 없음,손가락으로 누를 때에 오목이 잠깐 동안 남아 있는 부종.
오목부종,품사 없음,부어 있는 피부를 손가락으로 눌렀다 떼었을 때 눌린 부위가 오목한 상태로 잠깐 동안 유지되는 부종.
오목불,명사,‘모닥불’의 방언
오목사각형,품사 없음,하나 이상의 대각선이 그 도형의 외부에 존재하는 사각형.
오목사이인대,품사 없음,고샅굴의 뒤쪽에서 배가로근막이 띠 모양으로 두꺼워진 부분.
오목살이,명사,‘오막살이’의 방언
오목새김,명사,그림이나 글씨 따위를 안으로 들어가게 깊이 새긴 조각.
오목샘,명사,‘보조개’의 북한어.
오목설대,명사,흑단 줄기의 중심부로 만든 담배설대.
오목성,명사,함수의 그래프에서 위로 오목과 아래로 오목을 통틀어 이르는 말.
오목손걸이,명사,미닫이 따위를 여닫을 때 손가락을 넣어 거는l 오목하게 들어간 곳.
오목손발톱,품사 없음,손발톱판에 작은 함몰이 나타나는 손발톱. 건선l 원형 탈모증 따위에 걸렸을 때 잘 나타난다.
오목숟갈,명사,‘스푼’의 북한어.
오목식기,명사,속을 오목하게 만든 놋쇠로 된 밥그릇. 여자나 아이들의 밥그릇으로 많이 쓴다. ⇒규범 표기는 ‘오목주발’이다.
오목십각형,품사 없음,하나 이상의 대각선이 그 도형의 외부에 존재하는 십각형.
오목십이각형,품사 없음,하나 이상의 대각선이 그 도형의 외부에 존재하는 십이각형.
오목십일각형,품사 없음,하나 이상의 대각선이 그 도형의 외부에 존재하는 십일각형.
오목아래결절,품사 없음,어깨뼈에서 접시 오목 바로 아래의 거친 부분. 이곳에 위팔 세 갈래근이 붙는다.
오목얇은잎이끼,명사,얇은잎이낏과의 하나. 잎의 등 쪽은 둥근형이며 서로 접하여 있고 오목하다. 배 쪽은 달걀 모양이고 잎은 바가지 모양이다. 산지(山地)의 나무껍질에 붙어 사는데 우리나라 중부와 남부에 분포한다.
