어휘,품사,뜻풀이
뛰배,명사,‘떼배’의 방언
뛰부럭,부사,큰 눈알을 험상궂게 빨리 굴리는 모양.
뛰부럭거리다,동사,큰 눈알을 몹시 험상궂게 자꾸 이리저리 굴리다.
뛰부럭대다,동사,큰 눈알을 몹시 험상궂게 자꾸 이리저리 굴리다.
뛰부럭뛰부럭,부사,큰 눈알을 몹시 험상궂게 이리저리 자꾸 굴리는 모양.
뛰부럭뛰부럭하다,동사,큰 눈알을 몹시 험상궂게 이리저리 자꾸 굴리다.
뛰아리,명사,짐을 머리에 일 때 머리에 받치는 고리 모양의 물건. 짚이나 천을 틀어서 만든다. ⇒규범 표기는 ‘똬리’이다.
뛰애기,명사,경계를 지어 놓은 논밭의 구획. ⇒규범 표기는 ‘뙈기’이다.
뛰어가,감·명,제식 훈련에서l 양손은 쥔 채 허리띠에 붙이고 줄지어 뛰어가라는 구령. 또는 그 구령에 따라 행하는 동작. 상체는 약간 숙이고l 위팔과 팔뚝은 직각이 되도록 흔든다.
뛰어가기,명사,한꺼번에 3도 이상 떨어진 음정으로 움직여 가는 가락의 형태. 힘찬 느낌이 있으나 딱딱하고 노래하기 힘든 것이 단점이다.
뛰어가다,동사,달음박질로 빨리 가다.
뛰어나가다,동사,빨리 달려서 밖으로 나가다.
뛰어나다,형용사,남보다 월등히 훌륭하거나 앞서 있다.
뛰어나오다,동사,빨리 달려서 밖으로 나오다.
뛰어내리다,동사,높은 데서 아래로 몸을 던져 내려오다.
뛰어넘기,명사,태권도에서l 사람이나 사물 따위의 장애물을 뛰어넘어 목표물을 손이나 발로 공격하는 동작.
뛰어넘기거리집속,품사 없음,뛰어넘기 거리 근처에서 관찰되는 전리권 집속.
뛰어넘기검사,품사 없음,컴퓨터의 오작동을 찾아내기 위해 개발된 프로그램의 하나. 어떤 기억 장소의 부분에 대해 일련의 연산 및 논리적 연산을 시행한 후l 자신을 다른 기억 장소의 부분으로 옮겨서 옮긴 과정의 정확성을 검토한 다음l 다시 일련의 작동을 시작한다. 모든 기억 장소를 거치며 이와 같은 시험을 계속한다.
뛰어넘기대,명사,전파 지점을 둘러싸고 각 방향에서 뛰어넘기 거리에 묶인 지표면의 지역.
뛰어넘기전파로,품사 없음,지면 가까이에서 중간 반사 없이 하나 또는 그 이상의 전리권 반사로 이루어지는 지표면 위의 두 지점 사이의 전파 경로.
뛰어넘다,동사,몸을 솟구쳐서 높거나 넓은 물건이나 장소를 넘다.
뛰어넘어격파,품사 없음,태권도에서l 사람이나 사물 따위의 장애물을 뛰어넘어 목표물을 손이나 발로 격파하는 기술.
뛰어놀다,동사,이리저리 뛰어다니며 놀다.
뛰어높이차기,품사 없음,태권도에서l 높이 뛰어올라 상대편을 발로 차는 기술. 뛰어 앞차기l 뛰어 옆차기l 뛰어 돌려 차기 따위가 있다.
뛰어다니다,동사,어떤 공간 안에서 여기저기로 뛰면서 돌아다니다.
뛰어댕기다,동사,‘뛰어다니다’의 방언
뛰어돌기,품사 없음,태권도에서l 공중으로 뛰어올라 한 바퀴 이상 돌아서 목표물을 발로 차는 동작. 수평으로 돌거나 수직으로 돈다.
뛰어돌려차기,품사 없음,태권도에서l 공중으로 뛰어올라 발을 안쪽으로 돌려서 앞축이나 발등으로 상대편을 차는 기술. 키가 큰 상대편의 머리를 공격하거나 상대편의 관자놀이를 공격할 때 사용한다.
뛰어두발앞차기,품사 없음,태권도에서l 공중으로 뛰어오르는 동시에 양발을 붙여 앞에 있는 상대편의 턱l 명치l 복부 따위를 차는 기술.
뛰어두발옆차기,품사 없음,태권도에서l 공중으로 뛰어오르는 동시에 양발을 붙이고 몸을 옆으로 틀어 상대편의 얼굴이나 가슴을 차는 기술.
뛰어뒤차기,품사 없음,태권도에서l 공중으로 뛰어올라 뒷발을 쭉 뻗어 상대편의 머리l 가슴l 복부 따위를 차는 기술.
뛰어뒤차기격파,품사 없음,태권도에서l 도움닫기를 이용하여 앞쪽으로 멀리 뛰어서 목표물을 뒤 차기로 격파하는 기술.
뛰어들기,명사,수영에서l 자세를 가다듬어 일정한 위치에서 물에 뛰어드는 동작.
뛰어들다,동사,높은 데에서 물속으로 몸을 던지다.
뛰어모둠발차기,품사 없음,태권도에서l 공중으로 뛰어올라 두 발을 모아 붙인 뒤 상대편을 공격하는 기술.
뛰어 보았자 부처님 손바닥,품사 없음,도망쳐 보아야 크게 벗어날 수 없다는 말. <동의 속담> ‘뛰어야 벼룩’
뛰어비틀어차기,품사 없음,태권도에서l 공중으로 뛰어올라 왼쪽이나 오른쪽으로 몸을 틀어서 안쪽에서 바깥쪽을 향하여 발등으로 상대편을 차는 기술.
뛰어앞차기,품사 없음,태권도에서l 공중으로 뛰어올라 한 발로 앞차기를 하는 기술. 상대편이 멀리 있을 때 사용한다.
뛰어앞차기격파,품사 없음,태권도에서l 도움닫기를 이용하여 앞쪽으로 멀리 뛰어서 목표물을 앞차기로 격파하는 기술.
뛰어야 벼룩,품사 없음,도망쳐 보아야 크게 벗어날 수 없다는 말. <동의 속담> ‘뛰어 보았자 부처님 손바닥’
뛰어옆차기,품사 없음,태권도에서l 오른발을 앞으로 찬 뒤에 앞으로 한 걸음 내딛고l 그 발로 다시 바닥을 밀어 뛰어오르면서 몸을 오른쪽으로 돌려 왼발로 옆 차기를 하는 기술. 상대편과의 거리가 어느 정도 있을 때 사용한다.
뛰어옆차기격파,품사 없음,태권도에서l 도움닫기를 이용하여 앞쪽으로 멀리 뛰어서 목표물을 옆 차기로 격파하는 기술.
뛰어오다,동사,달음박질로 빨리 오다.
뛰어오르다,동사,몸을 날리어 높은 곳으로 단숨에 오르다.
뛰어차기,품사 없음,태권도에서l 공중에 몸을 날려 발로 차는 기술.
뛰엄,명사,두 발을 모아 몸을 솟구쳐 앞으로 나아가는 짓. ⇒규범 표기는 ‘뜀’이다.
뛰엄박질하다,동사,‘뜀박질하다’의 방언
뛰엄젓,명사,개구리로 담근 젓.
뛰엄질,명사,‘뜀박질’의 방언
뛰엉,명사,‘뚜껑’의 방언
뛰에,명사,‘뚜껑’의 방언
뛰여나다,형용사,‘뛰어나다’의 북한어.
뛰여나오다,동사,‘뛰어나오다’의 북한어.
뛰여내리다,동사,‘뛰어내리다’의 북한어.
뛰여넘기,명사,다음에 실행하는 명령을 다음 차례의 주소에서가 아니라 차례를 뛰어넘어 지정된 주소에서 실행하는 것을 요구하는 일. ⇒규범 표기는 ‘뛰어넘기’이다.
뛰여넘다,동사,‘뛰어넘다’의 북한어.
뛰여다니다,동사,‘뛰어다니다’의 북한어.
뛰여들기,명사,‘뛰어들기’의 북한어.
뛰여들기대,명사,‘다이빙대’의 북한어. ⇒규범 표기는 ‘뛰어들기대’이다.
뛰여들다,동사,‘뛰어들다’의 북한어.
뛰여오르기,명사,‘도약’의 북한어. ⇒규범 표기는 ‘뛰어오르기’이다.
뛰여오르다,동사,‘뛰어오르다’의 북한어.
뛰여올라쳐넣기,명사,‘스파이크’의 북한어. ⇒규범 표기는 ‘뛰어올라 쳐넣기’이다.
뛰염,명사,‘뜀’의 북한어.
뛰염박질,명사,‘뜀박질’의 방언
뛰염치다,동사,힘차게 뜀을 뛰다.
뛰왓,명사,지붕을 일 띠가 나서 자라는 밭
뛰우다,동사,‘뛰다’의 사동사.
뛰움치,명사,‘중고기’의 방언
뛰자리,명사,‘초석’의 방언
뛰장이,명사,매춘을 할 수 있도록 소개하는 사람. ⇒규범 표기는 ‘뚜쟁이’이다.
뛰쟁이,명사,‘뚜쟁이’의 방언
뛰적거리다,동사,‘뒤적거리다’의 방언
뛰적뛰적,부사,‘뒤적뒤적’의 방언
뛰적뛰적허다,동사,‘뒤적뒤적하다’의 방언
뛰제기,명사,‘두더지’의 방언
뛰지,명사,‘굽도리’의 방언
뛰지기,명사,‘두더지’의 방언
뛰지다,동사,‘일구다’의 방언
뛰지도 걷지도 못하다,품사 없음,이러지도 저러지도 못하는 매우 난처한 처지에 빠져 옴짝달싹 못 하다.
뛰쳐나가다,동사,힘 있게 밖으로 뛰어나가다.
뛰쳐나오다,동사,힘 있게 밖으로 뛰어나오다.
뛰초석,명사,‘초석’의 방언
뛰치다,동사,있던 자리로부터 몸을 높이 솟구쳐 오르다. ⇒규범 표기는 ‘뛰다’이다.
뛰키다,동사,뛰게 하다
뛴땀,품사 없음,재봉으로 박은 부분의 일부가 일정한 공간을 사이에 두고 건너뛴 바느질의 땀. 바느질이 제대로 되지 않은 불완전한 재봉 상태이다.
뛴전거리다,동사,‘서성거리다’의 방언
뛴전뛴전허다,동사,‘서성서성하다’의 방언
뛸뛸,부사,‘꿀꿀’의 방언
뛸락,명사,‘뜀박질’의 방언
뛻다,동사,‘뚫다’의 방언
뛿다,동사,‘뚫다’의 방언
뜀,명사,두 발을 모아 몸을 솟구쳐 앞으로 나아가는 짓.
뜀개질,명사,‘뜀뛰기’의 방언
뜀걸음,명사,걸음의 하나. 보통 90cm의 보폭으로 1분간에 180보를 걷는다.
뜀다,동사,‘떠메다’의 방언
뜀다리,명사,뛰어오르는 데 알맞은 곤충의 다리. 메뚜기류l 벼룩류 따위의 뒷다리로 굵고 길게 발달하였다.
뜀대,명사,높이뛰기l 장대높이뛰기 따위에서l 높이를 재기 위하여 양쪽에 눈금을 그린 대를 세우고 나무를 가로질러 놓은 기구.
뜀들다,동사,성난 얼굴로 서로 덤벼들어 말다툼하다.
뜀뛰기,명사,육상의 필드 경기 가운데 하나. 멀리뛰기l 높이뛰기l 장대높이뛰기l 세단뛰기 따위가 있다.
뜀뛰기경기,품사 없음,육상의 필드 경기 가운데 하나. 멀리뛰기l 높이뛰기l 장대높이뛰기l 세단뛰기 따위가 있다.
뜀뛰기운동,품사 없음,뜀을 뛰어 하는 온몸 운동의 하나. 근육 발달l 심장과 폐장의 단련l 혈액 순환 증진 따위의 체력 단련을 위하여 한다.
뜀뛰다,동사,두 발을 모아 몸을 솟구쳐 앞으로 나아가거나 높은 곳으로 오르다.
뜀막질,명사,‘달음박질’의 방언
뜀바꾸질,명사,‘뜀박질’의 방언
뜀바위,명사,험한 산길에서 흔히 볼 수 있는l 틈이 갈라져 있어 뛰어넘어야 하는 바위.
뜀박질,명사,뜀을 뛰는 일.
뜀박질하다,동사,뜀을 뛰다.
뜀발질,동사,‘뜀박질’의 방언
뜀수,명사,날실과 씨실이 만나는 부분에 오는 실오리의 개수.
뜀재기,명사,‘뜀박질’의 방언
뜀줄,명사,줄넘기를 할 때 쓰는 줄.
뜀줄운동,명사,줄을 돌리면서 여러 가지 자세의 뛰기 운동과 결합하여 진행하는 운동.
뜀질,명사,뜀을 뛰는 일.
뜀질하다,동사,뜀을 뛰다.
뜀짜임,명사,‘수자직’의 북한어.
뜀틀,명사,체조의 뜀틀 운동에 쓰는 기구. 나무틀을 여러 층으로 포개어 놓고 맨 위쪽 부분을 가죽이나 베 따위로 씌운 것으로l 남자용은 높이가 135cml 여자용은 110cm이다.
뜀틀수평뛰기,품사 없음,기계 체조에서l 뜀틀 동작의 하나. 몸과 다리를 수평으로 펴서 뜀틀 위를 날아 뜀틀을 등지고 착지한다. 수평 뛰기l 크게 수평 뛰기로 나뉜다.
뜀틀운동,품사 없음,두 손으로 뜀틀을 짚고 뛰어넘는 운동.
뜀확률,품사 없음,어떤 체계가 특정 상태에서 다른 상태로 급격하게 변할 확률.
뜃단지,명사,‘떼’의 방언
뜅뛰,명사,‘뚱뚱이’의 방언
뜅뜅이,명사,‘뚱뚱이’의 방언
뜅뜅하다,형용사,‘뚱뚱하다’의 방언
뜅이,명사,‘뚜껑’의 방언
뜨,명사,한글 자모 ‘ㄸ’의 다른 이름.
뜨각질,명사,‘뜨개질’의 방언
뜨갑다,형용사,‘뜨겁다’의 방언
뜨개,명사,손으로 뜨는 일.
뜨개감,명사,‘뜨갯감’의 북한어.
뜨개그물,명사,‘수공 편망’의 북한어.
뜨개뜨기,명사,‘뜨개질’의 북한어.
뜨개바늘,명사,뜨개질에 쓰는 바늘. 대나 쇠로 가늘고 길게 만들며l 양 끝이 뾰족한 것l 한쪽 끝에 미늘이 달린 것 따위 그 모양이 여러 가지이다.
뜨개방,명사,뜨개 용품을 판매하며 뜨개질을 가르쳐 주는 곳.
뜨개보,명사,뜨개질하여 만든 보자기.
뜨개수,명사,뜨개질하여 놓은 수.
뜨개실,명사,뜨개질에 쓰는 실.
뜨개옷,명사,실로 뜨거나 편직물로 지은 옷.
뜨개조직,품사 없음,뜨개코의 형성 구조.
뜨개질,명사,옷이나 장갑 따위를 실이나 털실로 떠서 만드는 일.
뜨개질바늘,명사,뜨개질에 쓰는 바늘. 대나 쇠로 가늘고 길게 만들며l 양 끝이 뾰족한 것l 한쪽 끝에 미늘이 달린 것 따위 그 모양이 여러 가지이다.
뜨개질실,명사,뜨개질에 쓰는 실.
뜨개질치다,동사,‘뜨개질하다’의 방언
뜨개질하다,동사,옷이나 장갑 따위를 실이나 털실로 떠서 만들다.
뜨개천,명사,실로 뜨개질한 것처럼 짠 천.
뜨개코,명사,뜨개질을 이루는l 뜨개질한 물건의 눈마다의 매듭.
뜨개틀,명사,옷이나 소품 따위를 짜는 기계. 조작이 간편하여 쉽게 그 기술을 익힐 수 있다.
뜨개형기화기,품사 없음,왕복 엔진에서l 연료 방출 노즐의 끝 단 아래에 일정한 거리로 연료 수위를 유지하여 주는 연료 계측력이 뜨개 작용 지침 밸브에 의해서 발생하는 기화기.
뜨갯감,명사,뜨개질할 거리나 일감.
뜨갯거리,명사,뜨개질을 할 일감.
뜨갯것,명사,뜨개질하여 만든 물건.
뜨거운 감자,품사 없음,중요한 문제이지만 쉽게 다루기 어려운 문제를 비유적으로 이르는 말.
뜨거운 것이 좋아,품사 없음,권칠인 감독이 만든 영화. 한 집에 사는 세 여자의 일과 사랑l 연애를 그린 작품으로l 20~30대 독신 여성의 고민과 속마음을 보여 준다. 2008년에 상영되었다.
뜨거운 국에 맛 모른다,품사 없음,급한 경우를 당하면 정확한 판단을 할 수 없음을 비유적으로 이르는 말. <동의 속담> ‘끓는 국에 맛 모른다’
뜨거운 맛을 보다,품사 없음,호된 고통이나 어려움을 겪다.
뜨거운 물에 덴 놈 숭늉 보고도 놀란다,품사 없음,어떤 사물에 몹시 놀란 사람은 비슷한 사물만 보아도 겁을 냄을 이르는 말. <동의 속담> ‘자라 보고 놀란 가슴 소댕[솥뚜껑] 보고 놀란다’ ‘더위 먹은 소 달만 보아도 헐떡인다’ ‘불에 놀란 놈이 부지깽이[화젓가락]만 보아도 놀란다’
뜨거운물징후,품사 없음,위궤양 천공이 있는 경우에l 배안에 뜨거운 물방울을 떨어뜨리거나 배안으로 매우 뜨거운 물을 흐르게 할 때와 같은 감각을 느끼는 증상.
뜨거운 안녕,품사 없음,남택수 감독이 만든 영화. 2013년에 개봉하였다.
뜨거운 양철 지붕 위의 고양이,품사 없음,미국의 극작가 윌리엄스가 지은 희곡. 미시시피주의 부유한 농장주 일가의 재산을 둘러싼 싸움을 배경으로 가정이라는 옛 질서의 붕괴와 고독l 동성애l 부부 생활의 위기 따위를 그리고 있다. 3막으로 이루어져 있으며l 1955년 3월 <FL>카잔</FL>(Kazanl E.)의 연출로 뉴욕에서 초연되었다.
뜨거운음극,품사 없음,전자관에서 열전자 방출과 음극의 작용을 함께 하는 전극.
뜨거운전자,품사 없음,금속이나 반도체에서 가열되어 온도가 높아질 때에 방출되는 전자. 진공관 따위에 쓴다.
뜨거운주머니,품사 없음,온열 요법을 실시할 목적으로l 환부에 일정 시간 온기를 유지시키는 데 쓰는 주머니.
뜨거운찜질,품사 없음,천이나 어떤 물질을 뜨거운 물에 적시거나 다른 방법으로 습기와 열을 만들어서 하는 찜질.
뜨거워지다,동사,손이나 몸에 상당한 자극을 느낄 정도로 온도가 높아지다.
뜨거워하다,동사,손이나 몸에 상당한 자극을 느낄 정도로 온도가 높음을 느끼다. 또는 그러한 기색을 나타내다.
뜨건밥,명사,‘더운밥’의 방언
뜨겁기는 박태보(朴泰輔)가 살았을라고,품사 없음,숙종이 인현 왕후를 폐비시킬 때 박태보가 반대 상소를 하였다가 불의 혹형을 받은 데서 나온 말로l 뜨겁기는 하지만 참으라는 말.
뜨겁다,형용사,손이나 몸에 상당한 자극을 느낄 정도로 온도가 높다.
뜨겁디뜨겁다,형용사,더할 나위 없이 뜨겁다.
뜨겁아지다,동사,‘뜨거워지다’의 방언
뜨겁어지다,동사,‘뜨거워지다’의 방언
뜨게뜨게,부사,‘띄엄띄엄’의 방언
뜨게부부,명사,정식으로 결혼을 하지 않고l 오다가다 우연히 만나 함께 사는 남녀.
뜨게질,명사,‘뜯게질’의 방언
뜨고도 못 보는 당달봉사,품사 없음,눈으로 보고도 알지 못하는 사람을 이르는 말.
뜨과하다,형용사,마음이 선뜻 내키지 않아 꺼림칙하고 싫다. ⇒규범 표기는 ‘뜨악하다’이다.
뜨광허다,형용사,‘뜨악하다’의 방언
뜨구워지다,동사,‘뜨거워지다’의 방언
뜨구워하다,동사,‘뜨거워하다’의 방언
뜨굽다,형용사,‘뜨겁다’의 방언
뜨그배이,명사,‘뚜껑’의 방언
뜨근뜨근,부사,어지간히 뜨거운 듯한 느낌.
뜨근뜨근하다,형용사,어지간히 뜨거운 듯하다.
뜨근뜨근히,부사,어지간히 뜨거운 듯하게.
뜨근밥,명사,‘더운밥’의 방언
뜨근하다,형용사,그다지 심하지 않게 조금 뜨겁거나 덥다.
뜨근히,부사,그다지 심하지 않게 조금 뜨겁거나 덥게.
뜨글뜨글,부사,‘득실득실’의 방언
뜨글뜨글허다,동사,‘득실득실하다’의 방언
뜨기,접사,‘부정적 속성을 가진 사람’의 뜻을 더하는 접미사.
뜨기성,명사,뜨개질에서l 잘 떠지는지의 여부로 규정되는 특성.
뜨깽이,명사,‘뚜껑’의 방언
뜨꺼리,명사,‘뚜껑’의 방언
뜨꺼븡,명사,‘뚜껑’의 방언
뜨께,명사,‘뚜껑’의 방언
뜨께질,명사,남의 마음속을 떠보는 일. ⇒규범 표기는 ‘뜨개질’이다.
뜨꼿,명사,‘티끌’의 방언
뜨끈,품사 없음,‘뜨끈하다’의 어근.
뜨끈뜨끈,부사,매우 뜨뜻하고 더운 느낌.
뜨끈뜨끈하다,형용사,매우 뜨뜻하고 덥다.
뜨끈뜨끈히,부사,매우 뜨뜻하고 덥게.
뜨끈하다,형용사,꽤 뜨뜻하고 더운 느낌이 있다.
뜨끈히,부사,꽤 뜨뜻하고 더운 느낌이 있게.
뜨끌,명사,‘티끌’의 방언
뜨끔,부사,갑자기 불에 닿은 것처럼 뜨거운 느낌.
뜨끔거리다,동사,갑자기 불에 닿은 것처럼 뜨거운 느낌이 자꾸 들다.
뜨끔대다,동사,갑자기 불에 닿은 것처럼 뜨거운 느낌이 자꾸 들다.
뜨끔따끔,부사,바늘이나 침 따위로 인하여 순간적인 충격이나 아픔이 반복되는 느낌.
뜨끔따끔하다,동사,바늘이나 침 따위로 인하여 순간적인 충격이나 아픔이 반복되는 느낌이 들다.
뜨끔뜨끔,부사,갑자기 불에 닿은 것처럼 몹시 뜨거운 느낌.
뜨끔뜨끔하다,동사,갑자기 불에 닿은 것처럼 몹시 뜨거운 느낌이 들다.
뜨끔뜨끔히,부사,갑자기 불에 닿은 것처럼 몹시 뜨겁게.
뜨끔하다,형용사,갑자기 불에 닿은 것처럼 뜨겁다.
뜨끔히,부사,갑자기 불에 닿은 것처럼 뜨겁게.
뜨낄,명사,‘티끌’의 방언
뜨나다,동사,‘꿰매다’의 방언
뜨내기,명사,일정한 거처가 없이 떠돌아다니는 사람.
뜨내기군,명사,‘뜨내기꾼’의 북한어.
뜨내기꾼,명사,일정한 거처가 없이 떠돌아다니는 사람.
뜨내기살이,명사,일정한 거처가 없이 떠돌아다니며 살아가는 일.
뜨내기살이하다,동사,일정한 거처가 없이 떠돌아다니며 살아가다.
뜨내기손님,명사,어쩌다가 한두 번 찾아오는 손님.
뜨내기장사,명사,늘 하지 않고 어쩌다 한번 하는 장사.
뜨내기장사하다,동사,늘 하지 않고 어쩌다 한번 장사하다.
뜨내기장수,명사,일정한 거처가 없이 떠돌아다니며 장사하는 사람.
뜨내기표,명사,선거 때에 지지하는 후보나 정당이 확실하지 아니하고 그때그때의 정세나 분위기에 따라 변화할 가능성이 많은 표.
뜨내기하주,품사 없음,창고업자에게 화물을 기탁하는 사람 가운데에서 그 창고업자의 단골이 아닌 하주. 창고업자가 화물의 보관을 인수하는 경우l 창고 증권을 발행하여 창고 신용을 공여하게 되는데l 기탁자가 단골이 아닐 때에는 특별한 주의가 필요하다.
뜨내깃간,명사,‘변소’를 완곡하게 이르는 말. ⇒규범 표기는 ‘뒷간’이다.
뜨냉구,명사,‘뜨내기’의 방언
뜨는고치,명사,‘양견’을 다듬은 말.
뜨다,동사,물속이나 지면 따위에서 가라앉거나 내려앉지 않고 물 위나 공중에 있거나 위쪽으로 솟아오르다.
뜨더구기,명사,‘수제비’의 방언
뜨더국,명사,‘수제비’의 북한어.
뜨더귀,명사,조각조각으로 뜯어내거나 가리가리 찢어 내는 짓. 또는 그 조각.
뜨더귀판,명사,어떤 일이나 사물을 조각조각으로 뜯어내거나 가리가리 찢어 내는 판. 또는 그런 경우.
뜨더귀하다,동사,조각조각으로 뜯어내거나 가리가리 찢어 내는 짓을 하다.
뜨덕국,명사,‘수제비’의 방언
뜨덜기,명사,‘떨기’의 방언
뜨덤거리다,동사,글을 자꾸 서투르게 읽다.
뜨덤대다,동사,글을 자꾸 서투르게 읽다.
뜨덤뜨덤,부사,글을 서투르게 자꾸 읽는 모양.
뜨덤뜨덤하다,동사,글을 서투르게 자꾸 읽다.
뜨덧국,명사,‘수제비’의 방언
뜨데구기,명사,‘수제비’의 방언
뜨데국,명사,‘수제비’의 방언
뜨데기,명사,‘수제비’의 방언
뜨데기국,명사,‘수제비’의 방언
뜨데깃국,명사,‘수제비’의 방언
뜨데꾹,명사,‘수제비’의 방언
뜨데미국,명사,‘수제비’의 방언
뜨뎃국,명사,‘수제비’의 방언
뜨드리,명사,자주 수다스럽게 떠드는 사람을 낮잡아 이르는 말. ⇒규범 표기는 ‘떠버리’이다.
뜨득국,명사,‘수제비’의 방언
뜨들방아,명사,‘디딜방아’의 방언
뜨듯,품사 없음,‘뜨듯하다’의 어근.
뜨듯이,부사,온도가 알맞게 높아 뜨겁지 않을 정도로. ‘뜨뜻이’보다 여린 느낌을 준다.
뜨듯하다,형용사,뜨겁지 않을 정도로 온도가 알맞게 높다. ‘뜨뜻하다’보다 여린 느낌을 준다.
뜨디개,명사,‘뜨더귀’의 방언
뜨뜨무리하다,형용사,‘뜨뜻미지근하다’의 방언
뜨뜨미적지근하다,형용사,‘뜨뜻미지근하다’의 북한어.
뜨뜨미지근하다,형용사,‘뜨뜻미지근하다’의 방언
뜨뜨하다,형용사,‘뜨뜻하다’의 방언
뜨뜻,품사 없음,‘뜨뜻하다’의 어근.
뜨뜻무레,품사 없음,‘뜨뜻무레하다’의 어근.
뜨뜻무레하다,형용사,뜨뜻한 기운이 있다.
뜨뜻미지근,품사 없음,‘뜨뜻미지근하다’의 어근.
뜨뜻미지근하다,형용사,온도가 아주 뜨겁지도 않고 차지도 않다.
뜨뜻이,부사,온도가 알맞게 높아 뜨겁지 않을 정도로.
뜨뜻하다,형용사,뜨겁지 않을 정도로 온도가 알맞게 높다.
뜨라기,명사,‘뜰’의 방언
뜨라박,명사,‘두레박’의 방언
뜨락,명사,집 안의 앞뒤나 좌우로 가까이 딸려 있는 빈터. 화초나 나무를 가꾸기도 하고l 푸성귀 따위를 심기도 한다.
뜨락또르,명사,‘트랙터’의 북한어. ⇒규범 표기는 ‘트락토르’이다.
뜨락또르걸이대,명사,두엄l 북데기l 풀단 따위를 싣거나 부리기 위해서 트랙터에 설치한 농기구. 가까운 거리를 옮기는 데 쓰인다. ⇒규범 표기는 ‘트락토르걸이대’이다.
뜨락또르견인력,명사,트랙터가 짐을 끄는 힘. 작업 기계를 단 트랙터가 일정한 속도로 작업할 때 바퀴가 내는 동력에서 바퀴가 굴러갈 때 받는 저항과 구배 저항을 뺀 나머지 힘과 같다. ⇒규범 표기는 ‘트락토르 견인력’이다.
뜨락또르기중기,명사,트랙터에 설치한 작은 기중기. ⇒규범 표기는 ‘트락토르 기중기’이다.
뜨락또르선회성,명사,트랙터가 가장 작은 자리와 공간을 차지하면서 보다 빨리 운동 방향을 바꿀 수 있는 능력. 선회 조건이 보장되는 조건에서의 최소 선회 반경l 최대 허용 속도 및 선회 모멘트의 크기 따위에 의하여 평가된다. ⇒규범 표기는 ‘트락토르 선회성’이다.
뜨락또르써레,명사,트랙터에 달린 써레. 또는 그것으로 논을 고르는 일. ⇒규범 표기는 ‘트락토르 써레’이다.
뜨락또르안정성,명사,트랙터가 비탈진 땅이나 평지에서 뒤집히거나 부서지지 않고 안전하게 작업할 수 있는 성능. ⇒규범 표기는 ‘트락토르 안정성’이다.
뜨락또르운동저항,명사,트랙터가 작업할 때 땅의 표면으로부터 받는 저항. 구동 바퀴의 공전에 의하여 손실되는 힘은 포함하지 않으며l 공기 저항은 무시한다. ⇒규범 표기는 ‘트락토르 운동 저항’이다.
뜨락또르주동력,명사,구동 바퀴와 길 표면 사이에서 생기는 트랙터의 동력. ⇒규범 표기는 ‘트락토르 주 동력’이다.
뜨락또르주행부,명사,트랙터의 무게를 지탱하면서 축의 회전 운동을 바퀴에 전달하여 트랙터가 전진하도록 바꾸어 주는 장치. ⇒규범 표기는 ‘트락토르 주행부’이다.
뜨락또르직결장치,명사,트랙터에 작업 기계를 연결하여 끄는 장치. ⇒규범 표기는 ‘트락토르 직결 장치’이다.
뜨락 정원,품사 없음,아파트l 빌딩 따위의 건물 지하나 지하로 이어지는 공간에 꾸민 정원.
뜨란,명사,‘뜰’의 방언
뜨랄,명사,‘트롤’의 북한어. ⇒규범 표기는 ‘트랄’이다.
뜨랄가공모선,명사,‘대형 트롤선’의 북한어. ⇒규범 표기는 ‘트랄 가공 모선’이다.
뜨랄망,명사,‘트롤망’의 북한어. ⇒규범 표기는 ‘트랄망’이다.
뜨랄벌림판,명사,‘전개판’의 북한어. ⇒규범 표기는 ‘트랄 벌림판’이다.
뜨랄선,명사,‘트롤선’의 북한어. ⇒규범 표기는 ‘트랄선’이다.
뜨람매라지,명사,‘쓰르라미’의 방언
뜨랑,명사,‘뜰’의 방언
뜨러박,명사,‘두레박’의 방언
뜨러백,명사,‘두레박’의 방언
뜨럭,명사,‘뜰’의 방언
뜨럴,명사,‘뜰’의 방언
뜨럼,명사,‘두둑’의 방언
뜨럼박,명사,‘두레박’의 방언
뜨럽다,형용사,‘떫다’의 방언
뜨렁,명사,‘뜰’의 방언
뜨레,명사,‘두레박’의 방언
뜨레기,명사,‘두레박’의 방언
뜨레물,명사,‘우물’의 방언
뜨레박,명사,‘두레박’의 방언
뜨레박줄,명사,‘두레박줄’의 방언
뜨레배기,명사,‘두레박’의 방언
뜨레샘,명사,‘두레우물’의 방언
뜨레움물,명사,‘두레우물’의 방언
뜨레웅굴,명사,‘두레우물’의 방언
뜨로이까,명사,‘트로이카’의 북한어.
뜨로쯔끼주의,명사,‘트로츠키주의’의 북한어.
뜨로찔,명사,방향족 나이트로 화합물에 속하는 폭약. 가루로 만들거나 누르거나 부어서 일정한 형태를 가지도록 만든다. ⇒규범 표기는 ‘트로틸’이다.
뜨로찔등가량,명사,원자탄의 폭발 위력을 폭약의 폭발 위력으로 환산한 수치. 단위는 킬로톤(kt). ⇒규범 표기는 ‘트로틸 등가량’이다.
뜨롬바,명사,사회의 질서나 규율에 관한 의미를 포함하는 인도네시아의 자유시. ⇒규범 표기는 미확정이다.
뜨루박,명사,‘두레박’의 방언
뜨루샘,명사,‘두레우물’의 방언
뜨룸,명사,‘두둑’의 방언
