어휘,품사,뜻풀이
히이,명사,‘형’의 방언
히익,부사,마음에 흡족하거나 몹시 놀랐을 때  내는 소리. 또는 그 모양.
히일링펌프,품사 없음,배의 평형을 유지하기 위하여 설치된 우현과 좌현과의 수조 사이에 물을 이동시키는 펌프. ⇒규범 표기는 ‘힐링 펌프’이다.
히자이타,명사,재봉틀에서l 무릎으로 노루발을 올리는 장치.
히잡,명사,아랍권의 이슬람 여성이 머리에 쓰는 수건.
히재비,명사,‘허수아비’의 방언
히젓다,동사,‘휘젓다’의 방언
히주구리하다,형용사,‘후줄근하다’의 방언
히죽,부사,만족스러운 듯이 슬쩍 한 번 웃는 모양.
히죽거리다,동사,만족스러운 듯이 슬쩍 자꾸 웃다.
히죽대다,동사,만족스러운 듯이 슬쩍 자꾸 웃다.
히죽벌쭉,부사,매우 기뻐서 입을 벌리고 자꾸 소리 없이 슬쩍 웃는 모양.
히죽벌쭉하다,동사,매우 기뻐서 입을 벌리고 자꾸 소리 없이 슬쩍 웃다.
히죽비죽,부사,히죽거리며 비웃거나 비꼬는 모양.
히죽비죽하다,동사,히죽거리며 비웃거나 비꼬다.
히죽이,부사,만족스러운 듯이 슬쩍 한 번 웃는 상태로.
히죽이다,동사,만족스러운 듯이 슬쩍 웃다.
히죽하다,동사,만족스러운 듯이 슬쩍 한 번 웃다.
히죽해죽,부사,흐뭇한 듯이 슬쩍슬쩍 자꾸 웃는 모양.
히죽해죽하다,동사,흐뭇한 듯이 슬쩍슬쩍 자꾸 웃다.
히죽히죽,부사,만족스러운 듯이 자꾸 슬쩍 웃는 모양.
히죽히죽하다,동사,만족스러운 듯이 자꾸 슬쩍 웃다.
히줄구레하다,형용사,‘후줄근하다’의 방언
히줄구리하다,형용사,‘후줄근하다’의 방언
히줄대기춤,명사,경상남도의 밀양 백중놀이에서 추는 병신춤의 하나. 온몸에 뼈가 없는 듯이 흐느적거리는 모양으로 춤을 춘다.
히즈라스,명사,인도의 신 가운데 하나인 <FL>바후차라 마타</FL> 여신을 섬기기 위하여 거세한 남성들. 신의 매개자로서 탄생l 혼인과 같은 경조사에서 의례를 집전한다. ⇒규범 표기는 미확정이다.
히즈리다,동사,‘드러눕다’의 옛말.
히즙,명사,아랍에서 수행자가 일정한 문장을 반복하여 읽는 기도문. ⇒규범 표기는 미확정이다.
히지다,동사,‘헤어지다’의 방언
히지부지,부사,‘흐지부지’의 방언
히지하다,형용사,‘느끼하다’의 방언
히직기다,동사,‘헤적이다’의 방언
히직기리다,동사,‘헤적거리다’의 방언
히직다,동사,‘헤적이다’의 방언
히직이다,동사,‘헤적이다’의 방언
히질기다,형용사,매우 질기다.
히질리다,형용사,끈기 있게 검질기다. ⇒규범 표기는 ‘끈질기다’이다.
히짓다,동사,남의 일에 방해가 되게 하다. ⇒규범 표기는 ‘희짓다’이다.
히쭉,부사,만족스러운 듯이 슬쩍 한 번 웃는 모양. ‘히죽’보다 센 느낌을 준다.
히쭉거리다,동사,만족스러운 듯이 슬쩍 자꾸 웃다. ‘히죽거리다’보다 센 느낌을 준다.
히쭉대다,동사,만족스러운 듯이 슬쩍 자꾸 웃다. ‘히죽대다’보다 센 느낌을 준다.
히쭉벌쭉,부사,몹시 기뻐서 어쩔 줄 몰라 입을 벌리고 자꾸 소리 없이 슬쩍 웃는 모양.
히쭉벌쭉하다,동사,몹시 기뻐서 어쩔 줄 몰라 입을 벌리고 자꾸 소리 없이 슬쩍 웃다.
히쭉뻐쭉,부사,‘히쭉벌쭉’의 방언
히쭉이,부사,만족스러운 듯이 슬쩍 한 번 웃는 상태로. ‘히죽이’보다 센 느낌을 준다.
히쭉이다,동사,만족스러운 듯이 슬쩍 웃다. ‘히죽이다’보다 센 느낌을 준다.
히쭉하다,동사,만족스러운 듯이 슬쩍 한 번 웃다. ‘히죽하다’보다 센 느낌을 준다.
히쭉해쭉,부사,흐뭇한 듯이 슬쩍슬쩍 자꾸 웃는 모양. ‘히죽해죽’보다 센 느낌을 준다.
히쭉해쭉하다,동사,흐뭇한 듯이 슬쩍슬쩍 자꾸 웃다. ‘히죽해죽하다’보다 센 느낌을 준다.
히쭉히쭉,부사,만족스러운 듯이 자꾸 슬쩍 웃는 모양. ‘히죽히죽’보다 센 느낌을 준다.
히쭉히쭉하다,동사,만족스러운 듯이 자꾸 슬쩍 웃다. ‘히죽히죽하다’보다 센 느낌을 준다.
히채이,명사,‘언청이’의 방언
히체이,명사,‘언청이’의 방언
히초,명사,‘후춧가루’의 방언
히초가리,명사,‘후춧가루’의 방언
히초리,명사,‘회초리’의 방언
히치가리,명사,‘후춧가루’의 방언
히치다,동사,‘헤치다’의 방언
히치리키,명사,일본 궁중 음악인 <FL>가가쿠</FL>의 모든 음악에 사용되는 종적인 겹서악기. 주선율을 담당한다.
히치콕,명사,앨프리드 히치콕 경l 영국 태생의 미국 영화감독(1899~1980). 스릴러물의 거장으로 작품에 <하얀 공포>l <나는 고백한다>l <북북서로 진로를 돌려라>l <새>l <사이코> 따위가 있다.
히치킥,품사 없음,멀리뛰기에서l 도약 후 허공에서 다리를 휘젓는 기술. ⇒규범 표기는 미확정이다.
히치하다,형용사,‘건방지다’의 방언
히치하이크,명사,지나가는 자동차를 얻어 타는 일. 또는 그렇게 해서 목적지까지 가는 무전여행.
히치하이크하다,동사,지나가는 자동차를 얻어 타다. 또는 그렇게 해서 목적지까지 가는 무전여행을 하다.
히치하이킹,명사,지나가는 자동차를 얻어 타는 일. 또는 그렇게 해서 목적지까지 가는 무전여행. ⇒규범 표기는 미확정이다.
히치하이킹하다,동사,지나가는 자동차를 얻어 타다. 또는 그렇게 해서 목적지까지 가는 무전여행을 하다. ⇒규범 표기는 미확정이다.
히카다,형용사,‘하얗다’의 방언
히캐지다,동사,‘하얘지다’의 방언
히커다,형용사,‘하얗다’의 방언
히커리,명사,가라나뭇과 카리아속의 낙엽 교목을 통틀어 이르는 말. 또는 그 재목. 재목은 연한 갈색으로 무겁고 단단하며 질겨서 기구재l 가구재l 차량재l 운동구 따위로 쓰인다. 북아메리카가 원산지이다.
히케지다,동사,‘하얘지다’의 방언
히코리스트라이프,품사 없음,줄무늬로 된 데님과 비슷한 능직물. 흰색 줄무늬와 그 두 배 넓이의 푸른색 줄무늬가 있거나 푸른색 바탕에 다양한 넓이의 줄무늬가 있는 형태로l 작업복이나 운동복에 사용된다. ⇒규범 표기는 ‘히커리 스트라이프’이다.
히쿠치,명사,재료를 열처리하거나 땜할 때 가열하는 프로판가스 또는 아세틸렌가스와 연결된 공구. ⇒규범 표기는 미확정이다.
히크만카테터,품사 없음,혈관에서 자주 피를 뽑거나 약물을 주입하기 위해 고안된 카테터의 일종. 카테터를 몸 안의 중심 정맥에 집어넣고 관의 반대쪽은 몸 밖의 한곳에 부착하여 사용한다. 특히 암 환자에게 많이 활용하고 있는데l 편리한 반면 감염의 위험이 있다. ⇒규범 표기는 미확정이다.
히키군,명사,일본 사이타마현(埼玉?)에 있는 군(郡). 사이타마현의 중부에 있다. ⇒규범 표기는 미확정이다.
히키코모리,명사,정신적인 문제나 사회생활에 대한 스트레스 따위로 인하여 사회적인 교류나 활동을 거부한 채 집 안에만 있는 사람.
히타,명사,일본 오이타현에 있는 도시. 오이타현의 서부에 위치해 있다. 산으로 둘러싸인 분지로l <FL>미쿠마강</FL>이 흐른다. 온천을 중심으로 한 관광업과 임업이 발달하였다. ⇒규범 표기는 미확정이다.
히타시,명사,일본 오이타현에 있는 도시. 오이타현의 서부에 위치해 있다. 산으로 둘러싸인 분지로l <FL>미쿠마강</FL>이 흐른다. 온천을 중심으로 한 관광업과 임업이 발달하였다. ⇒규범 표기는 미확정이다.
히타이트,명사,기원전 2000년 무렵 소아시아에서 일어난 인도ㆍ유럽 어족에 속하는 고대 시리아 민족. 기원전 14세기에 전차ㆍ철제 무기 따위를 이용하여 크게 세력을 떨치었고l 메소포타미아에 철기 문화를 전하였는데l 기원전 12세기에 이웃 여러 민족의 침입을 받아 멸망하였다.
히타이트미술,품사 없음,고대 메소포타미아 예술의 영향을 받아 발달한 히타이트의 미술. 동물의 부조ㆍ환조ㆍ금공ㆍ채색 토기 따위에 뛰어난 기술을 보이며l 서아시아의 예술에 큰 영향을 끼쳤다.
히타이트어,명사,인도ㆍ유럽 어족 언어의 하나. 기원전 15세기에서 기원전 12세기 무렵까지의 히타이트 제국의 언어로 현재는 설형 문자로만 남아 있다.
히타타레,명사,일본 에도(江戶) 시대에 무사 집안에서 입던 옷. 무사가 예를 갖춰 입는 옷으로 소매 끝에 줄이 달린 것이 특징이다.
히터,명사,난방 장치의 하나. 주로 가스나 전기를 이용하여 공기를 덥혀 실내 온도를 높이는 장치이다.
히터웜업시간,품사 없음,히터에 거의 정격값의 전류를 흘렸을 때l 히터 단자 전압이 규격값의 80퍼센트에 도달하기까지의 시간.
히터플레이너,품사 없음,파형 요철로 된 아스팔트 포장의 표층을 깎아서 평평하고 매끄럽게 만드는 기계. 버너로 표층을 가열하여 유연하게 만든 다음 블레이드로 깎는다.
히토르프,명사,요한 빌헬름 히토르프l 독일의 물리학자ㆍ화학자(1824~1914). 이온의 이동도(移動度) 개념을 확립하고 전기 화학의 기초를 마련하였다.
히토에오비,명사,한 겹으로 만든 일본 전통 허리띠.
히툴다,동사,‘헝클다’의 방언
히트,명사,세상에 내놓거나 발표한 것이 크게 인기를 얻음.
히트곡,명사,가수가 발표한 음반의 곡들 가운데 큰 인기를 얻은 곡.
히트댐,품사 없음,피스톤에 설치되어 있는 슬롯이나 돌기로l 피스톤의 열 흐름을 제한하고 피스톤의 변형을 적게 하기 위하여 설치하는 장치.
히트더글래스,품사 없음,농구에서l 리바운드를 잡기 위해 몸을 아끼지 않고 내던지는 일. 최근 백보드가 투명 플라스틱으로 제작되면서 생긴 말이다. ⇒규범 표기는 ‘히트 더 글라스’이다.
히트더보즈,품사 없음,농구에서l 리바운드를 잡기 위해 몸을 아끼지 않고 내던지는 일. ⇒규범 표기는 미확정이다.
히트더코너,품사 없음,야구에서l 스트라이크 존의 가장자리에 걸치게 제구되어 들어간 스트라이크.
히트더포스트,품사 없음,농구에서l 포스트에 자리 잡은 선수에게 하는 패스. 포스트에서 이 패스를 받은 선수는 슛 성공률이 높지만l 실제 경기 중에는 자리싸움이 심해서 제대로 패스하기가 어렵다.
히트돔,품사 없음,거대한 고기압이 대기권 중상층에 머물면서 더운 공기를 지면에 가두어 ‘돔’ 형태를 형성해 기온을 상승시키는 현상.
히트런테스트,품사 없음,잘못된 데이터가 입력된 상황에서 시스템 작동을 검사하기 위하여l 정상적인 데이터가 아닌 잘못된 데이터를 입력하여 작동을 시험해 보는 일.
히트링,명사,도체 냉각 시 표면과 심부의 냉각 속도가 달라 발생하는 현상. 표면은 급속히 냉각되고 심부는 천천히 냉각되어l 바깥쪽 등심근 색깔이 심부보다 짙은 붉은 색의 고리 모양을 보인다. 등급 제도에서 등급을 저하시키는 요인이다.
히트마스크,품사 없음,얼굴 위쪽에 쓰는 따뜻한 가리개. 코가 아프거나 막혔을 때 사용한다.
히트맨,품사 없음,야구에서l 난폭한 기질을 가져서 사소한 일에 민감하게 반응하여 난투극을 자주 벌이는 선수.
히트바이피치드볼,품사 없음,야구에서l 투수가 던진 공이 타자의 몸에 닿는 일. 타자는 자동적으로 일루로 가게 된다. ⇒규범 표기는 미확정이다.
히트배츠맨,품사 없음,야구에서l 투수가 던진 공이 몸에 닿은 타자. 사구로 판정되어 타자는 일루로 출루하게 된다. ⇒규범 표기는 미확정이다.
히트배터,품사 없음,야구에서l 투수가 던진 공이 몸에 닿은 타자. 사구로 판정되어 타자는 일루로 출루하게 된다. ⇒규범 표기는 미확정이다.
히트 상품,품사 없음,세상에 내놓거나 발표하여 큰 인기를 얻은 상품.
히트선,명사,가열하여 계기에 이용하는 금속 선.
히트세트인쇄,품사 없음,히트세트 잉크를 사용하고l 인쇄 직후의 종이를 가열하여 용제(溶劑)를 증발시키는 인쇄. 철판(凸版)l 오프셋 인쇄에 쓰인다.
히트세트잉크,품사 없음,열에 의하여 용제(溶劑)가 증발하면서 빨리 마르는 인쇄 잉크. 변성(變成) 페놀 수지 따위의 합성수지를 용제로 녹여 물감을 탄 것이다.
히트소스,품사 없음,열을 만들어 내는 근원 장치.
히트송,명사,대중에게 크게 인기를 얻은 노래.
히트수,품사 없음,특정 웹사이트에 있는 파일이 누리꾼에게 노출된 횟수. 사이트에 접속한 인터넷 사용자 수를 나타내는 방문자 수나l 동일인 여부와 상관없이 사이트에 접속한 횟수를 단순하게 합한 로그인 수와 구별되는 개념이다.
히트시킹미사일,품사 없음,외국 프로 레슬링에서l 상대가 링 밑에 서 있을 때l 상대를 향해 달려가다가 몸을 날려서 중간 로프 사이로 통과해 상대의 상체 부분을 어깨로 때리는 기술. ⇒규범 표기는 미확정이다.
히트실,명사,두 개 이상의 열가소성면(熱可塑性面)에 열과 압력을 가하여 접착하거나 밀봉하는 일. 플라스틱 필름에 의한 진공 포장 따위에 널리 이용한다.
히트싱크,품사 없음,전자 부품에서 발생하는 열을 흡수하는 금속 장치. 이 장치에 선풍기을 달아서 바람을 내어 열을 내보내기도 한다.
히트아일랜드,품사 없음,주변보다 기온이 높은 도시 지역. 도시화에 따른 대량의 에너지 소비 따위로 열이 모여 있는 것이 그 원인이다. 도시 지역의 등온선을 그리면 그 모양이 바다에 떠 있는 섬처럼 보이기 때문에 생긴 말이다.
히트아일랜드현상,품사 없음,대도시 등지에서 지표와 상공에 걸쳐 섬 모양으로 높은 온도의 공기가 덮이는 현상. 자동차 따위에서 발생하는 대량의 인공열을 비롯하여 대기 오염l 빌딩 숲 따위가 원인이다.
히트앤드런,품사 없음,야구에서l 주자와 타자가 미리 약속하고 투수가 투구 동작에 들어가는 동시에 주자는 다음 누(壘)로 달리고 타자는 무조건 그 공을 치는 일.
히트앤드어웨이,품사 없음,복싱에서l 풋워크를 구사하면서 상대방을 타격한 다음l 재빠르게 후퇴하여 다음 동작에 대비하는 공격 기술. 공격을 하고 나서 상대편의 공격을 피할 수 있고 바로 다음 공격으로 이어질 수 있게 해 준다.
히트앤런,품사 없음,야구에서l 주자와 타자가 미리 약속하고 투수가 투구 동작에 들어가는 동시에 주자는 다음 누(壘)로 달리고 타자는 무조건 그 공을 치는 일. ⇒규범 표기는 ‘히트 앤드 런’이다.
히트온더라인,품사 없음,텔레타이프라이터에서 메시지의 시작부에 순간적으로 틀린 문자를 치는 오류의 발생을 방지하기 위한 루프에서의 일시적 개방 회로.
히트온더플라이시스템,품사 없음,종이 또는 프린트 헤드가 연속적으로 움직이는 프린터. 충격식 프린터의 하나이다.
히트온더플라이식인쇄장치,품사 없음,충격식 프린터의 하나. 활자가 이동하면서 인자하는 구조로 되어 있다.
히트온더플라이프린터,품사 없음,충격식 프린터의 하나. 활자가 이동하면서 인자하는 구조로 되어 있다.
히트웨이브,품사 없음,열을 가하여 구불거리게 만든 머리 모양. 세팅 파마l 디지털 파마l 매직 스트레이트 파마 따위가 이에 속한다.
히트웨이브페스티벌,품사 없음,1980년 8월 23일 캐나다 온타리오주 <FL>보먼빌</FL>에 있는 <FL>모스포트</FL> 공원에서 열린 록 페스티벌. <FL>브라워</FL>(Browerl J.)가 기획하였으며l ‘<FL>펑크 우드스톡</FL>’l ‘<FL>뉴 웨이브 우드스톡</FL>’을 모토로 미국l 영국l 캐나다 출신의 많은 밴드들이 공연에 참여하였으며l 10만 명 이상의 관객 수를 기록하였다. ⇒규범 표기는 미확정이다.
히트율,명사,주어진 수행에 의해 접근될 것으로 기대되는 파일 내의 레코드 수를 나타내는 비율. 보통 백분율로 표시한다.
히트이론,품사 없음,생체 구조 가운데 방사선에 민감하게 반응하는 부위에서 방사선 에너지를 직접 흡수함으로써 생체가 손상을 입는다는 가설. 세포에 대한 방사선의 효과는 세포 내의 표적 가운데 특히 방사선에 대한 감수성이 민감한 부분에 작용했을 때에만 일어난다는 것이다.
히트작,명사,세상에 내놓거나 발표하여 큰 인기를 얻은 작품.
히트파이프,품사 없음,열을 효율적으로 전도하는 파이프. 알루미늄ㆍ강철ㆍ구리 파이프 따위의 안쪽에 유리 섬유나 그물 모양의 구리줄 따위 심재(心材)를 붙이고l 프레온ㆍ암모니아 따위의 열매체를 채운 다음l 공기를 뺀 파이프이다. 열전도율이 구리의 1l000~1l500배로 높아서 배열(排熱) 회수 장치로 주목된다.
히트 퍼레이드,품사 없음,인기가 끊이지 않고 죽 이어짐을 이르는 말.
히트퍼미티드,품사 없음,야구에서l 투수가 타자에게 안타를 허용하는 일. ⇒규범 표기는 미확정이다.
히트펌프,품사 없음,낮은 온도의 물체에서 높은 온도의 물체로 열량을 운반하는 장치. 낮은 온도의 물체에서 열을 흡수하는 냉동기와는 달리 높은 온도의 물체에 열을 가하는 장치를 이른다.
히트페스트,품사 없음,야구에서l 타자들의 타격력이 좋아 안타가 많이 나오는 경기. ⇒규범 표기는 미확정이다.
히트포더사이클,품사 없음,야구에서l 타자가 한 경기에서 일루타ㆍ이루타ㆍ삼루타ㆍ홈런을 모두 친 경우를 이르는 말.
히트플레이어,품사 없음,배드민턴에서l 과감하고 힘 있는 경기를 운영하는 선수. 앞l 뒤 어디에서 경기하느냐에 따라 경기 운영의 패턴이 달라진다.
히트하다,동사,세상에 내놓거나 발표한 것이 크게 인기를 얻다.
히틀다,동사,‘헝클다’의 방언
히틀러,명사,아돌프 히틀러l 오스트리아 태생의 독일 정치가(1889~1945). 1919년에 독일 노동당에 입당하여 1921년부터 나치스의 당수를 지냈으며 1933년에 독일 연방의 총리가 되고 다음 해 총통이 되었다. 반유대주의와 게르만 민족의 우월성을 내세워 제이 차 세계 대전을 일으켰다. 뒤에 연합군의 공격에 밀려 1945년 베를린 함락 직전에 자살하였다. 저서에 ≪나의 투쟁≫이 있다.
히틀러유겐트,품사 없음,1933년에 히틀러가 청소년들에게 나치스의 신조를 가르치고 훈련하기 위하여 만든 조직. 모든 아리아인 독일 소년은 반드시 가입하여야 했다.
히틀러청소년단,품사 없음,1933년에 히틀러가 청소년들에게 나치스의 신조를 가르치고 훈련하기 위하여 만든 조직. 모든 아리아인 독일 소년은 반드시 가입하여야 했다.
히틀러폭동,품사 없음,1923년에l 히틀러가 바이마르 공화국을 무너뜨리고 정권을 장악하기 위하여 일으킨 폭동. 600명의 무장 돌격대가 뮌헨의 맥줏집을 습격하여 바이에른 왕당파들을 체포하고 나치에 협력하도록 하였다. 그러나 바이에른 구왕가와 가톨릭 세력l 육군 사령관 제크트가 반란에 반대하면서 실패하게 되었고l 주동자였던 히틀러는 5년 형을 선고받았다.
히팅골프,품사 없음,지름이 80cm인 원 안에 소프트볼 또는 테니스공을 집어넣거나 안에 있는 공을 맞히는 게임. 구슬치기와 골프가 결합된 형태로l 섬세한 동작과 전술 구사 능력이 필요하여 집중력과 창의력을 향상시키는 데 도움이 된다.
히팅디프,품사 없음,테니스에서l 공이 상대편 코트의 베이스라인 근처로 가도록 치는 샷.
히팅맨틀,품사 없음,기구의 형태에 따라서 밀착할 수 있게 아스베스토스 따위로 피복한 니크롬선으로 만든 전열기.
히팅스트리크,품사 없음,야구에서l 한 선수가 연속된 게임에서 한 개 이상의 안타를 계속 치는 일. 미국 메이저 리그에서는 1941년에 디마지오(DiMaggiol J.) 선수가 기록한 56 경기 연속 안타가l 우리나라 프로 야구는 박종호 선수가 기록한 39 경기 연속 안타가 최고 기록이다.
히팅시스템,품사 없음,야구에서l 타자가 유리한 볼 카운트인데도 노리는 공이 들어오면 적극적으로 치는 일이나 작전.
히팅판넬,품사 없음,가열 대상 물체의 표면 형상에 적용할 수 있도록 유연성이 충분한l 직렬 또는 병렬 연결부를 포함하는 히터류. ⇒규범 표기는 ‘히팅 패널’이다.
히팅패드,품사 없음,가열 대상 물체의 표면 형상에 적용할 수 있도록 유연성이 충분한l 직렬 또는 병렬 연결부를 포함하는 히터류.
히팅포사이클,품사 없음,야구에서l 타자가 한 경기에서 일루타ㆍ이루타ㆍ삼루타ㆍ홈런을 모두 친 경우를 이르는 말.
히파람,명사,‘휘파람’의 방언
히파르코스,명사,그리스의 천문학자(B.C.146?~B.C.127?). 태양과 달의 운행표 및 세계 최초의 항성 목록을 작성하였으며l 춘분점의 이동을 발견하고 삼각법(三角法)을 창시하였다.
히파리,명사,‘해파리’의 방언
히파티아,명사,알렉산드리아의 수학자(370?~414). 신플라톤주의의 입장을 취했으며 학식l 강의로 유명했다. 알렉산드리아의 대주교인 키릴로스의 선동으로 군중에게 맞아 죽었다는 설이 있다.
히팔로스의바람,품사 없음,인도와 아라비아반도 및 지중해의 항해에 이용된 계절풍. 기원전 1세기에 그리스인 선장 히팔로스가 발견하였다고 전하여진다.
히페르바톤,명사,도치법의 하나. 통사적으로 가까운 단어와 단어를 바꿔서 이질적인 효과를 낸다. ⇒규범 표기는 ‘휘페르바톤’이다.
히페르보레이,명사,그리스 신화에 나오는 이상향. 아폴론이 사는 곳으로 전하여진다.
히페리온,명사,그리스 신화에 나오는 티탄의 한 사람. 우라노스와 가이아의 아들로l 누이동생 티아를 아내로 삼아 태양신 헬리오스l 달의 여신 셀레네(Selene)l 새벽의 여신 에오스의 아버지가 되었다.
히페이스,명사,고대 그리스 아테네의 정치가인 솔론이 정치에 참여할 수 있는 권한을 토지 재산의 정도에 따라 나눈 것 가운데 제2계급을 이르는 말. 본래 기사 계급을 뜻한다. ⇒규범 표기는 미확정이다.
히페토텍,품사 없음,아즈텍 신화에 나오는 농업의 신. ‘가죽이 벗겨진 왕’이란 뜻으로l 고문에 관여하였다. 아즈텍 사람들은 갈대로 자신의 몸을 찢으며 신을 숭배하였다. 이러한 희생 의식을 옥수수와 연관을 짓기도 한다. ⇒규범 표기는 미확정이다.
히포우드라마,명사,주로 말을 등장시키던 19세기의 공연 오락물. 폴란드 극작가 스워바츠키의 멜로드라마＜<FL>마제파</FL>(Mazeppa)＞가 유명하다. ⇒규범 표기는 미확정이다.
히포케이메논,명사,형상을 받아들이는 질료(質料)로l 성질이나 양 따위의 여러 변화 밑에 있으면서 스스로는 변하지 아니하고 그 변화들을 받아들이는 것. 아리스토텔레스의 용어이다.
히포콘드리아시스,명사,‘건강 염려증’의 전 용어.
히포크라테스,명사,고대 그리스의 의학자(B.C.460?~B.C.377?). 경험적 지식에 의거한 의술을 펼칠 것을 주장하고l 의도(醫道)의 기초를 확립하여 ‘의학의 아버지’라고 불린다.
히포크라테스법,명사,어깨 관절에서 팔이 앞쪽으로 탈구되었을 때 손으로 팔을 당기고 약간 바깥으로 돌리면서 팔을 벌려 바로잡는 방법.
히포크라테스선서,품사 없음,히포크라테스가 지은l 의사의 윤리 따위에 대한 선서문.
히포크라테스손가락,품사 없음,손가락 끝이 둥그렇게 굵어져서 북채 또는 곤봉의 끄트머리 모양으로 되는 증상. 심장병이나 만성 기관지 확장증 따위의 호흡기병을 앓는 사람에게 나타난다.
히포크라테스손톱,품사 없음,곤봉손가락과 같이 활 모양으로 굽어 있는 거친 손톱. 끝마디뼈의 비대를 동반한다.
히포크라테스얼굴,품사 없음,눈이 깊게 들어가고 뺨이 푹 꺼지고 얼굴색이 어두운l 쇠약한 표정의 얼굴. 장기간 투병 생활을 하거나 죽음에 임박한 환자에게서 볼 수 있다.
히포크라테스요법,품사 없음,히포크라테스와 그의 학파에 따라 세워진 의학 체계. 병을 치료하는 데 자연의 과정을 따르는 것에 기초를 둔다.
히포크라테스의초승달,품사 없음,초승달 모양의 영역과 삼각형의 넓이가 같은 것을 발견하면서l 원의 구적 문제를 해결할 수 있을지도 모른다고 생각한 것을 이르는 말.
히포크라테스진탕음진단법,품사 없음,위나 장에 공기와 액체가 있을 때 몸을 흔들어 철렁 소리가 나게 하는 진단법. 복막 안l 가슴안과 드물게는 심장막안에 공기와 액체가 없음을 진단한다.
히포크라테스흔듦법,품사 없음,위나 장에 공기와 액체가 있을 때 몸을 흔들어 철렁 소리가 나게 하는 진단법. 복막 안l 가슴안과 드물게는 심장막안에 공기와 액체가 없음을 진단한다.
히포크라테스흔듬법,품사 없음,위나 장에 공기와 액체가 있을 때 몸을 흔들어 철렁 소리가 나게 하는 진단법. 복막 안l 가슴안과 드물게는 심장막안에 공기와 액체가 없음을 진단한다. ⇒규범 표기는 ‘히포크라테스 흔듦법’이다.
히포크리테스,명사,고대 그리스 연극의 주연 배우. ‘대답하는 사람’이라는 뜻이 있으며l 테스피스가 최초로 극에 도입했다. 이후 그리스 연극에 출연하는 모든 배우를 일컫는 일반 명칭이 되었다. ⇒규범 표기는 미확정이다.
히포티아지드,명사,소변을 누게 하는 약. 부기l 고혈압l 녹내장 따위에 쓰인다.
히폴리투스,명사,그리스 신화에 나오는 영웅. 아테네 왕 테세우스의 아들로l 아버지의 후처 파이도라의 구애를 받았으나 거절하였으며l 파이도라는 이 사실을 거짓으로 꾸며 유언을 남기고 자살하였다. 뒤에 아버지의 저주를 받고 죽었다.
히푸다,형용사,‘헤프다’의 방언
히푸르산,명사,유기산의 하나. 무색의 고체로l 뜨거운 물이나 뜨거운 알코올에 잘 녹는다. 말 따위의 초식 동물의 오줌 속에 들어 있다.
히푸리카아제,명사,가수 분해 효소의 하나. 마뇨산을 가수 분해 하여 벤조산과 글리신을 만드는 반응을 촉매하는 효소. 신장l 간장l 이자l 근육 따위의 동물 조직과 곰팡이류l 세균에 들어 있다.
히푸리케이스,명사,가수 분해 효소의 하나. 마뇨산을 가수 분해 하여 벤조산과 글리신을 만드는 반응을 촉매하는 효소. 신장l 간장l 이자l 근육 따위의 동물 조직과 곰팡이류l 세균에 들어 있다.
히프,명사,볼기의 윗부분.
히프노스,명사,그리스 신화에 나오는 수면의 신. 지하의 암흑계에 살며 수면과 꿈을 준다고 한다.
히프다,형용사,‘헤프다’의 방언
히프라이더스윔슈트,품사 없음,하의가 엉덩이에 걸쳐지도록 입는 투피스 수영복. ⇒규범 표기는 미확정이다.
히프라인,명사,허리에서부터 시작되어 엉덩이가 볼록하게 드러나는 선. ⇒규범 표기는 ‘힙라인’이다.
히프랩스카프,품사 없음,엉덩이에 큰 숄을 감아 묶어 입는 스카프.
히프버티컬,품사 없음,트러스 부재의 한 종류로 단부에 있는 수직재.
히프벨트,품사 없음,엉덩이나 골반에 걸치는 허리띠. 주로 폭이 넓고 버클이 달린 디자인이 많다.
히프부츠,품사 없음,엉덩이에 닿을 정도로 목이 긴 신발. 주로 고무로 만들며 어부나 농부가 물속에서 작업할 때 사용한다.
히프 색,품사 없음,허리에 둘러서 엉덩이에 걸쳐 메는 작은 배낭.
히프 선,품사 없음,허리에서부터 시작되어 엉덩이가 볼록하게 드러나는 선.
히프소트,품사 없음,주어진 데이터들을 이진트리로 구성하여 정렬하는 방법. 즉 주어진 데이터들을 완전 이진트리로 구성한 다음l 그 루트 노드를 꺼내면 그것이 데이터 중 가장 큰 값을 가지는 것이 된다. ⇒규범 표기는 미확정이다.
히프영역,품사 없음,동적 기억 영역 할당을 위한 영역으로l 프로그램의 실행 중에 동적 변수 따위를 위한 영역이 필요하게 되거나l 필요 없게 되거나 또는 데이터 크기의 변경 요구 따위가 혼재되어 발생하고 있을 때 사용되는 공통 영역. ⇒규범 표기는 미확정이다.
히프워머,품사 없음,엉덩이와 하체를 따뜻하게 덮어 주는 니트 속옷.
히프정렬,품사 없음,주어진 데이터들을 이진트리로 구성하여 정렬하는 방법. 즉 주어진 데이터들을 완전 이진트리로 구성한 다음l 그 루트 노드를 꺼내면 그것이 데이터 중 가장 큰 값을 가지는 것이 된다. ⇒규범 표기는 미확정이다.
